[DEBUG] 2019-10-07 17-58-36.288 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2019-10-07 17-58-36.292 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2019-10-07 17-58-36.296 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2019-10-07 17-58-36.353 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2019-10-07 17-58-36.355 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2019-10-07 17-58-36.483 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2019-10-07 17-58-36.484 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2019-10-07 17-58-36.487 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2019-10-07 17-58-36.694 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2019-10-07 17-58-36.713 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2019-10-07 17-58-36.714 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2019-10-07 17-58-36.736 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2019-10-07 17-58-36.767 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@5b9396d3
[DEBUG] 2019-10-07 17-58-36.767 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@5b9396d3
[DEBUG] 2019-10-07 17-58-36.767 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@5b9396d3
[DEBUG] 2019-10-07 17-58-36.768 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@5e65afb6
[DEBUG] 2019-10-07 17-58-36.768 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@5ef6fd7f
[DEBUG] 2019-10-07 17-58-36.769 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@5d21202d
[DEBUG] 2019-10-07 17-58-36.770 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@1dba4e06
[DEBUG] 2019-10-07 17-58-36.770 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@1dba4e06
[DEBUG] 2019-10-07 17-58-36.770 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@1dba4e06
[DEBUG] 2019-10-07 17-58-36.771 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@587a1cfb
[DEBUG] 2019-10-07 17-58-36.771 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@587a1cfb
[DEBUG] 2019-10-07 17-58-36.771 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@587a1cfb
[DEBUG] 2019-10-07 17-58-36.772 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@5c77ba8f
[DEBUG] 2019-10-07 17-58-36.772 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@5c77ba8f
[DEBUG] 2019-10-07 17-58-36.772 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@5c77ba8f
[DEBUG] 2019-10-07 17-58-36.773 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@261ea657
[DEBUG] 2019-10-07 17-58-36.773 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@261ea657
[DEBUG] 2019-10-07 17-58-36.773 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@261ea657
[DEBUG] 2019-10-07 17-58-36.774 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@508a65bf
[DEBUG] 2019-10-07 17-58-36.774 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@508a65bf
[DEBUG] 2019-10-07 17-58-36.775 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@508a65bf
[DEBUG] 2019-10-07 17-58-36.775 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@4649d70a
[DEBUG] 2019-10-07 17-58-36.776 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@4649d70a
[DEBUG] 2019-10-07 17-58-36.776 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@4649d70a
[DEBUG] 2019-10-07 17-58-36.777 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@e5cbff2
[DEBUG] 2019-10-07 17-58-36.777 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@e5cbff2
[DEBUG] 2019-10-07 17-58-36.777 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@e5cbff2
[DEBUG] 2019-10-07 17-58-36.778 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@262816a8
[DEBUG] 2019-10-07 17-58-36.778 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@262816a8
[DEBUG] 2019-10-07 17-58-36.780 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@433348bc
[DEBUG] 2019-10-07 17-58-36.780 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@433348bc
[DEBUG] 2019-10-07 17-58-36.781 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@2643d762
[DEBUG] 2019-10-07 17-58-36.781 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@2643d762
[DEBUG] 2019-10-07 17-58-36.782 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@767a014e
[DEBUG] 2019-10-07 17-58-36.782 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@227a47
[DEBUG] 2019-10-07 17-58-36.784 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@421056e5
[DEBUG] 2019-10-07 17-58-36.784 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@421056e5
[DEBUG] 2019-10-07 17-58-36.785 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@54e3658c
[DEBUG] 2019-10-07 17-58-36.785 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@54e3658c
[DEBUG] 2019-10-07 17-58-36.792 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@c27a3a2
[DEBUG] 2019-10-07 17-58-36.792 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@c27a3a2
[DEBUG] 2019-10-07 17-58-36.793 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@3ed7821
[DEBUG] 2019-10-07 17-58-36.793 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@3ed7821
[DEBUG] 2019-10-07 17-58-36.796 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@3c87e6b7
[DEBUG] 2019-10-07 17-58-36.796 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@3c87e6b7
[DEBUG] 2019-10-07 17-58-36.798 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@6f94a5a5
[DEBUG] 2019-10-07 17-58-36.799 [main] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@6f94a5a5
[DEBUG] 2019-10-07 17-58-36.800 [main] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@58472096
