[DEBUG] 2019-10-04 20-03-43.367 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2019-10-04 20-03-43.372 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2019-10-04 20-03-43.377 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2019-10-04 20-03-43.438 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2019-10-04 20-03-43.439 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2019-10-04 20-03-43.582 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2019-10-04 20-03-43.583 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2019-10-04 20-03-43.586 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2019-10-04 20-03-43.782 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2019-10-04 20-03-43.799 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2019-10-04 20-03-43.800 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2019-10-04 20-03-43.816 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2019-10-04 20-03-43.995 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@2b56f5f8
[DEBUG] 2019-10-04 20-03-43.996 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@2b56f5f8
[DEBUG] 2019-10-04 20-03-43.996 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@2b56f5f8
[DEBUG] 2019-10-04 20-03-43.996 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@1aa99005
[DEBUG] 2019-10-04 20-03-43.997 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@5cdf39b2
[DEBUG] 2019-10-04 20-03-43.997 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@16073fa8
[DEBUG] 2019-10-04 20-03-43.998 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@17740dae
[DEBUG] 2019-10-04 20-03-43.998 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@17740dae
[DEBUG] 2019-10-04 20-03-43.998 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@17740dae
[DEBUG] 2019-10-04 20-03-43.999 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@5c82cd4f
[DEBUG] 2019-10-04 20-03-43.999 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@5c82cd4f
[DEBUG] 2019-10-04 20-03-43.999 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@5c82cd4f
[DEBUG] 2019-10-04 20-03-44.000 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@2b61a019
[DEBUG] 2019-10-04 20-03-44.000 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@2b61a019
[DEBUG] 2019-10-04 20-03-44.000 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@2b61a019
[DEBUG] 2019-10-04 20-03-44.000 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@17b64941
[DEBUG] 2019-10-04 20-03-44.001 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@17b64941
[DEBUG] 2019-10-04 20-03-44.001 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@17b64941
